"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1999:Q3","pct40to60",3694454,4565422,1465034,424409,355547,1395469,191488,733476,870968,554554,301663,14751
"1999:Q3","pct20to40",2724960,3179660,1100984,317777,232569,725538,158315,644477,454700,260551,184496,9653
"1999:Q3","pct00to20",1148184,1303138,592808,134416,51687,229094,0,295133,154954,77593,73049,4312
"1999:Q4","pct99",8752467,9146168,1039211,364337,3809250,667824,1612238,1653308,393700,273082,10287,110331
"1999:Q4","pct80to99",18053600,20833912,4615516,1090279,4834522,4755431,2458735,3079429,2780312,2100237,451649,228426
"1999:Q4","pct60to80",6709450,8427233,2371278,665277,1035055,2833451,212153,1310019,1717783,1150063,535904,31816
"1999:Q4","pct40to60",3703591,4582304,1479108,407730,349392,1417356,135545,793173,878713,561840,304133,12740
"1999:Q4","pct20to40",2799112,3268111,1119589,332880,257841,769369,137627,650804,468999,264020,194578,10401
"1999:Q4","pct00to20",1128001,1272711,592754,130619,16088,238322,0,294927,144710,85232,57072,2405
"2000:Q1","pct99",9081957,9492306,1081354,370835,4075342,693040,1610757,1660977,410349,276403,6039,127907
"2000:Q1","pct80to99",18765722,21627281,4803478,1110238,5123472,4911126,2525849,3153118,2861559,2135160,450031,276368
"2000:Q1","pct60to80",6888378,8581298,2459347,678619,1091977,2853718,196371,1301266,1692921,1129843,535791,27286
"2000:Q1","pct40to60",3744622,4639292,1523364,412104,350529,1436169,126349,790777,894670,581621,302808,10241
"2000:Q1","pct20to40",2854711,3336675,1155817,343029,262878,789277,137635,648039,481964,273365,197281,11317
"2000:Q1","pct00to20",1124792,1289578,608104,133102,9406,244176,0,294789,164786,100338,61815,2632
"2000:Q2","pct99",8792179,9212617,1142541,370005,3780059,699210,1579861,1640941,420439,283889,15564,120986
"2000:Q2","pct80to99",18673955,21594706,5005274,1132648,4774760,4982269,2569654,3130101,2920751,2195375,462581,262795
"2000:Q2","pct60to80",6889300,8603434,2551424,689733,1053113,2802459,211376,1295329,1714134,1148265,538811,27058
"2000:Q2","pct40to60",3792028,4714876,1563119,422998,362998,1450198,138918,776644,922848,597560,313643,11644
"2000:Q2","pct20to40",2873126,3370494,1188418,350131,247850,789411,146687,647997,497368,279214,206757,11397
